Id,Sales
1,10477.826206767642
2,6911.560489782813
3,7245.524510509907
4,7245.524510509907
5,7245.524510509907
6,7245.524510509907
7,7245.524510509907
8,8415.272958202304
9,8415.272958202304
10,7245.524510509907
11,7245.524510509907
12,8535.175535324839
13,8415.272958202304
14,7245.524510509907
15,7245.524510509907
16,8415.272958202304
17,7245.524510509907
18,7245.524510509907
19,7245.524510509907
20,7245.524510509907
21,8535.175535324839
22,7245.524510509907
23,7245.524510509907
24,8415.272958202304
25,7245.524510509907
26,7245.524510509907
27,7245.524510509907
28,7245.524510509907
29,7245.524510509907
30,8415.272958202304
31,8415.272958202304
32,8415.272958202304
33,8415.272958202304
34,7245.524510509907
35,7245.524510509907
36,7245.524510509907
37,7245.524510509907
38,7245.524510509907
39,7245.524510509907
40,7245.524510509907
41,7245.524510509907
42,7245.524510509907
43,7245.524510509907
44,7245.524510509907
45,7245.524510509907
46,8535.175535324839
47,7245.524510509907
48,8415.272958202304
49,8415.272958202304
50,7245.524510509907
51,8415.272958202304
52,8415.272958202304
53,8535.175535324839
54,7245.524510509907
55,7245.524510509907
56,7245.524510509907
57,8535.175535324839
58,7245.524510509907
59,7245.524510509907
60,7245.524510509907
61,8535.175535324839
62,8535.175535324839
63,7245.524510509907
64,7245.524510509907
65,8535.175535324839
66,7245.524510509907
67,7245.524510509907
68,7245.524510509907
69,7245.524510509907
70,8415.272958202304
71,8415.272958202304
72,8415.272958202304
73,8535.175535324839
74,7245.524510509907
75,7245.524510509907
76,8535.175535324839
77,8415.272958202304
78,7245.524510509907
79,8415.272958202304
80,7245.524510509907
81,7245.524510509907
82,7245.524510509907
83,7245.524510509907
84,8415.272958202304
85,7245.524510509907
86,7245.524510509907
87,7245.524510509907
88,7245.524510509907
89,7245.524510509907
90,7245.524510509907
91,7245.524510509907
92,7245.524510509907
93,7245.524510509907
94,7245.524510509907
95,7245.524510509907
96,8415.272958202304
97,8415.272958202304
98,8415.272958202304
99,7562.773442879645
100,8415.272958202304
101,8415.272958202304
102,7245.524510509907
103,7562.773442879645
104,7245.524510509907
105,7245.524510509907
106,8415.272958202304
107,7245.524510509907
108,7245.524510509907
109,8535.175535324839
110,8415.272958202304
111,7245.524510509907
112,8535.175535324839
113,7245.524510509907
114,7245.524510509907
115,8535.175535324839
116,7245.524510509907
117,8535.175535324839
118,8415.272958202304
119,7245.524510509907
120,8415.272958202304
121,7245.524510509907
122,7245.524510509907
123,7245.524510509907
124,7245.524510509907
125,7245.524510509907
126,7245.524510509907
127,7245.524510509907
128,8535.175535324839
129,7245.524510509907
130,7245.524510509907
131,8535.175535324839
132,8415.272958202304
133,8415.272958202304
134,8535.175535324839
135,8535.175535324839
136,8535.175535324839
137,7245.524510509907
138,7245.524510509907
139,8415.272958202304
140,8535.175535324839
141,8535.175535324839
142,7245.524510509907
143,8535.175535324839
144,8415.272958202304
145,7245.524510509907
146,7245.524510509907
147,7245.524510509907
148,7245.524510509907
149,8535.175535324839
150,8415.272958202304
151,8535.175535324839
152,7245.524510509907
153,7245.524510509907
154,7245.524510509907
155,8415.272958202304
156,7245.524510509907
157,7245.524510509907
158,8415.272958202304
159,8535.175535324839
160,7245.524510509907
161,7245.524510509907
162,7245.524510509907
163,7245.524510509907
164,7245.524510509907
165,8415.272958202304
166,8415.272958202304
167,8535.175535324839
168,8415.272958202304
169,7245.524510509907
170,7245.524510509907
171,7245.524510509907
172,8415.272958202304
173,8535.175535324839
174,8535.175535324839
175,8415.272958202304
176,7245.524510509907
177,7245.524510509907
178,7245.524510509907
179,8535.175535324839
180,8535.175535324839
181,7245.524510509907
182,8415.272958202304
183,8535.175535324839
184,8535.175535324839
185,7245.524510509907
186,8415.272958202304
187,7245.524510509907
188,8535.175535324839
189,7245.524510509907
190,7245.524510509907
191,7245.524510509907
192,7245.524510509907
193,8415.272958202304
194,8535.175535324839
195,8415.272958202304
196,8415.272958202304
197,7245.524510509907
198,7245.524510509907
199,7245.524510509907
200,7245.524510509907
201,8535.175535324839
202,7245.524510509907
203,7245.524510509907
204,8415.272958202304
205,7245.524510509907
206,7245.524510509907
207,7245.524510509907
208,7245.524510509907
209,8535.175535324839
210,8415.272958202304
211,7245.524510509907
212,8415.272958202304
213,7245.524510509907
214,8415.272958202304
215,7245.524510509907
216,7245.524510509907
217,8415.272958202304
218,8415.272958202304
219,8535.175535324839
220,7245.524510509907
221,8415.272958202304
222,7245.524510509907
223,7245.524510509907
224,7245.524510509907
225,7245.524510509907
226,7245.524510509907
227,7245.524510509907
228,7245.524510509907
229,7245.524510509907
230,7245.524510509907
231,7245.524510509907
232,7245.524510509907
233,7245.524510509907
234,7562.773442879645
235,7245.524510509907
236,7245.524510509907
237,7245.524510509907
238,8415.272958202304
239,8415.272958202304
240,7245.524510509907
241,7245.524510509907
242,7245.524510509907
243,7245.524510509907
244,7245.524510509907
245,7245.524510509907
246,7245.524510509907
247,7245.524510509907
248,7245.524510509907
249,7245.524510509907
250,7245.524510509907
251,7245.524510509907
252,7245.524510509907
253,8415.272958202304
254,8415.272958202304
255,7245.524510509907
256,7245.524510509907
257,8415.272958202304
258,7245.524510509907
259,7245.524510509907
260,8415.272958202304
261,8415.272958202304
262,8535.175535324839
263,7245.524510509907
264,8415.272958202304
265,7245.524510509907
266,7245.524510509907
267,8415.272958202304
268,8535.175535324839
269,7245.524510509907
270,8415.272958202304
271,8415.272958202304
272,7245.524510509907
273,8415.272958202304
274,8415.272958202304
275,7245.524510509907
